id,number,name,form,region,type_1,type_2,ability_1,ability_2,ability_hidden,generation,legendary,mega,height,weight,hp,attack,defense,special_attack,special_defense,speed,total,enabled,rarity_tier,gender
1143,801,Magearna,1,global,Steel,Fairy,Soul-Heart,"","",7,1,0,1,80.5,80,95,115,130,115,65,600,1,ultra-rare,uk
1144,201,Unown,1,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1145,201,Unown,2,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1146,201,Unown,3,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1147,201,Unown,4,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1148,201,Unown,5,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1149,201,Unown,6,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1150,201,Unown,7,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1151,201,Unown,8,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1152,201,Unown,9,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1153,201,Unown,10,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1154,201,Unown,11,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1155,201,Unown,12,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1156,201,Unown,13,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1157,201,Unown,14,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1158,201,Unown,15,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1159,201,Unown,16,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1160,201,Unown,17,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1161,201,Unown,18,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1162,201,Unown,19,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1163,201,Unown,20,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1164,201,Unown,21,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1165,201,Unown,22,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1166,201,Unown,23,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1167,201,Unown,24,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1168,201,Unown,25,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1169,201,Unown,26,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1170,201,Unown,27,global,Psychic,"",Levitate,"","",2,0,0,0.5,5,48,72,48,72,48,48,336,1,rare,uk
1171,869,Alcremie,7,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1172,869,Alcremie,8,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1173,869,Alcremie,9,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1174,869,Alcremie,10,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1175,869,Alcremie,11,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1176,869,Alcremie,12,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1177,869,Alcremie,13,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1178,869,Alcremie,14,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1179,869,Alcremie,15,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1180,869,Alcremie,16,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1181,869,Alcremie,17,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1182,869,Alcremie,18,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1183,869,Alcremie,19,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1184,869,Alcremie,20,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1185,869,Alcremie,21,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1186,869,Alcremie,22,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1187,869,Alcremie,23,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1188,869,Alcremie,24,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1189,869,Alcremie,25,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1190,869,Alcremie,26,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1191,869,Alcremie,27,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1192,869,Alcremie,28,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1193,869,Alcremie,29,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1194,869,Alcremie,30,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1195,869,Alcremie,31,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1196,869,Alcremie,32,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1197,869,Alcremie,33,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1198,869,Alcremie,34,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1199,869,Alcremie,35,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1200,869,Alcremie,36,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1201,869,Alcremie,37,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1202,869,Alcremie,38,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1203,869,Alcremie,39,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1204,869,Alcremie,40,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1205,869,Alcremie,41,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1206,869,Alcremie,42,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1207,869,Alcremie,43,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1208,869,Alcremie,44,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1209,869,Alcremie,45,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1210,869,Alcremie,46,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1211,869,Alcremie,47,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1212,869,Alcremie,48,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1213,869,Alcremie,49,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1214,869,Alcremie,50,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1215,869,Alcremie,51,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1216,869,Alcremie,52,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1217,869,Alcremie,53,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1218,869,Alcremie,54,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1219,869,Alcremie,55,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1220,869,Alcremie,56,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1221,869,Alcremie,57,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1222,869,Alcremie,58,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1223,869,Alcremie,59,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1224,869,Alcremie,60,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1225,869,Alcremie,61,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1226,869,Alcremie,62,global,Fairy,"",Sweet Veil,"",Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,1,common,fo
1227,877,Morpeko,1,global,Electric,Dark,Hunger Switch,"","",8,0,0,0.3,3,58,95,58,70,58,97,436,1,common,mf
1228,3,Venusaur,0,global,Grass,Poison,Overgrow,"",Chrolophyll,1,0,0,2,100,80,82,83,100,100,80,525,1,rare,mo
1229,3,Mega Venusaur,0,global,Grass,Poison,Thick Fat,"","",1,0,1,2.4,155.5,80,100,123,122,120,80,625,1,rare,mo
1230,12,Butterfree,0,global,Bug,Flying,Compound Eyes,"",Tinted Lens,1,0,0,1.1,32,60,45,50,90,80,70,395,1,ultra-common,mo
1231,19,Rattata,0,global,Normal,"",Run Away,Guts,Hustle,1,0,0,0.3,3.5,30,56,35,25,35,72,253,1,ultra-common,mo
1232,19,Rattata,0,alolan,Dark,Normal,Gluttony,Hustle,Thick Fat,7,0,0,0.3,3.8,30,56,35,25,35,72,253,1,ultra-common,mo
1233,20,Raticate,0,global,Normal,"",Run Away,Guts,Hustle,1,0,0,0.7,18.5,55,81,60,50,70,97,413,1,ultra-common,mo
1234,20,Raticate,0,alolan,Dark,Normal,Gluttony,Hustle,Thick Fat,7,0,0,0.7,25.5,75,71,70,40,80,77,413,1,ultra-common,mo
1235,25,Pikachu,0,global,Electric,"",Static,"",Lightning Rod,1,0,0,0.4,6,35,55,40,50,50,90,320,1,ultra-common,mo
1236,26,Raichu,0,global,Electric,"",Static,"",Lightning Rod,1,0,0,0.8,30,60,90,55,90,80,110,485,1,common,mo
1237,26,Raichu,0,alolan,Electric,Psychic,Surge Surfer,"","",7,0,0,0.7,21,60,85,50,95,85,110,485,1,common,mo
1238,41,Zubat,0,global,Poison,Flying,Inner Focus,"",Infiltrator,1,0,0,0.8,7.5,40,45,35,30,40,55,245,1,ultra-common,mo
1239,42,Golbat,0,global,Poison,Flying,Inner Focus,"",Infiltrator,1,0,0,1.6,55,75,80,70,65,75,90,455,1,common,mo
1240,44,Gloom,0,global,Grass,Poison,Chlorophyll,"",Stench,1,0,0,0.8,8.6,60,65,70,85,75,40,395,1,ultra-common,mo
1241,45,Vileplume,0,global,Grass,Poison,Chlorophyll,"",Effect Spore,1,0,0,1.2,18.6,75,80,85,110,90,50,490,1,common,mo
1242,64,Kadabra,0,global,Psychic,"",Synchronize,Inner Focus,Magic guard,1,0,0,1.3,56.5,40,35,30,120,70,105,400,1,ultra-common,mo
1243,65,Alakazam,0,global,Psychic,"",Synchronize,Inner Focus,Magic guard,1,0,0,1.5,48,55,50,45,135,95,120,500,1,common,mo
1244,65,Mega Alakazam,0,global,Psychic,"",Trace,"","",1,0,1,1.2,48,55,50,65,175,95,150,590,1,rare,mo
1245,84,Doduo,0,global,Normal,Flying,Run Away,Early Bird,Tangled Feet,1,0,0,1.4,39.2,35,85,45,35,35,75,310,1,ultra-common,mo
1246,85,Dodrio,0,global,Normal,Flying,Run Away,Early Bird,Tangled Feet,1,0,0,1.8,85.2,60,110,70,60,60,110,470,1,common,mo
1247,97,Hypno,0,global,Psychic,"",Insomnia,Forewarn,Inner Focus,1,0,0,1.6,75.6,85,73,70,73,115,67,483,1,common,mo
1248,111,Rhyhorn,0,global,Ground,Rock,Lightning Rod,Rock Head,Reckless,1,0,0,1,115,80,85,95,30,30,25,345,1,ultra-common,mo
1249,112,Rhydon,0,global,Ground,Rock,Lightning Rod,Rock Head,Reckless,1,0,0,1.9,120,105,130,120,45,45,40,485,1,rare,mo
1250,118,Goldeen,0,global,Water,"",Swift Swim,Water Veil,Lightning Rod,1,0,0,0.6,15,45,67,60,35,50,63,320,1,ultra-common,mo
1251,119,Seaking,0,global,Water,"",Swift Swim,Water Veil,Lightning Rod,1,0,0,1.3,39,80,92,65,65,80,68,450,1,common,mo
1252,123,Scyther,0,global,Bug,Flying,Swarm,Technician,Steadfast,1,0,0,1.5,56,70,110,80,55,80,105,500,1,common,mo
1253,129,Magikarp,0,global,Water,"",Swift Swim,"",Rattled,1,0,0,0.9,10,20,10,55,15,20,80,200,1,ultra-common,mo
1254,130,Gyarados,0,global,Water,Flying,Intimidate,"",Moxie,1,0,0,6.5,235,95,125,79,60,100,81,540,1,rare,mo
1255,130,Mega Gyarados,0,global,Water,Dark,Mold Breaker,"","",1,0,1,6.5,305,95,155,109,70,130,81,640,1,rare,mo
1256,133,Eevee,0,global,Normal,"",Run Away,Adaptability,Anticipation,1,0,0,0.3,6.5,55,55,50,45,65,55,325,1,ultra-common,mo
1257,154,Meganium,0,global,Grass,"",Overgrow,"",Leaf guard,2,0,0,1.8,100.5,80,82,100,83,100,80,525,1,rare,mo
1258,165,Ledyba,0,global,Bug,Flying,Swarm,Early Bird,Rattled,2,0,0,1,10.8,40,20,30,40,80,55,265,1,ultra-common,mo
1259,166,Ledian,0,global,Bug,Flying,Swarm,Early Bird,Iron Fist,2,0,0,1.4,35.6,55,35,50,55,110,85,390,1,ultra-common,mo
1260,178,Xatu,0,global,Psychic,Flying,Synchronize,Early Bird,Magic Bounce,2,0,0,1.5,15,65,75,70,95,70,95,470,1,common,mo
1261,185,Sudowoodo,0,global,Rock,"",Sturdy,Rock Head,Rattled,2,0,0,1.2,38,70,100,115,30,65,30,410,1,ultra-common,mo
1262,186,Politoed,0,global,Water,"",Water Absorb,Damp,Drizzle,2,0,0,1.1,33.9,90,75,75,90,100,70,500,1,common,mo
1263,190,Aipom,0,global,Normal,"",Run Away,Pickup,Skill Link,2,0,0,0.6,11.5,55,70,55,40,55,85,360,1,ultra-common,mo
1264,194,Wooper,0,global,Water,Ground,Damp,Water Absorb,Unaware,2,0,0,0.4,8.5,55,45,45,25,25,15,210,1,ultra-common,mo
1265,195,Quagsire,0,global,Water,Ground,Damp,Water Absorb,Unaware,2,0,0,1.4,75,95,85,85,65,65,35,430,1,common,mo
1266,198,Murkrow,0,global,Dark,Flying,Insomnia,Super Luck,Prankster,2,0,0,0.5,2.1,60,85,42,85,42,91,405,1,ultra-common,mo
1267,202,Wobbuffet,0,global,Psychic,"",Shadow Tag,"",Telepathy,2,0,0,1.3,28.5,190,33,58,33,58,33,405,1,common,mo
1268,203,Girafarig,0,global,Normal,Psychic,Inner Focus,Early Bird,Sap Sipper,2,0,0,1.5,41.5,70,80,65,90,65,85,455,1,common,mo
1269,207,Gligar,0,global,Ground,Flying,Hyper Cutter,Sand Veil,Immunity,2,0,0,1.1,64.8,65,75,105,35,65,85,430,1,common,mo
1270,208,Steelix,0,global,Steel,Ground,Rock Head,Sturdy,Sheer Force,2,0,0,9.2,400,75,85,200,55,65,30,510,1,rare,mo
1271,208,Mega Steelix,0,global,Steel,Ground,Sand Force,"","",2,0,1,10.5,740,75,125,230,55,95,30,610,1,rare,mo
1272,212,Scizor,0,global,Bug,Steel,Swarm,Technician,Light Metal,2,0,0,1.8,118,70,130,100,55,80,65,500,1,rare,mo
1273,212,Mega Scizor,0,global,Bug,Steel,Technician,"","",2,0,1,2,125,70,150,140,65,100,75,600,1,rare,mo
1274,214,Heracross,0,global,Bug,Fighting,Swarm,Guts,Moxie,2,0,0,1.5,54,80,125,75,40,95,85,500,1,common,mo
1275,214,Mega Heracross,0,global,Bug,Fighting,Skill Link,"","",2,0,1,1.7,62.5,80,185,115,40,105,75,600,1,rare,mo
1276,215,Sneasel,0,global,Dark,Ice,Inner Focus,Keen Eye,Pickpocket,2,0,0,0.9,28,55,95,55,35,75,115,430,1,common,mo
1277,217,Ursaring,0,global,Normal,"",Guts,Quick Feet,Unnerve,2,0,0,1.8,125.8,90,130,75,75,75,55,500,1,common,mo
1278,221,Piloswine,0,global,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,2,0,0,1.1,55.8,100,100,80,60,60,50,450,1,common,mo
1279,224,Octillery,0,global,Water,"",Suction Cups,Sniper,Moody,2,0,0,0.9,28.5,75,105,75,105,75,45,480,1,common,mo
1280,229,Houndoom,0,global,Dark,Fire,Early Bird,Flash Fire,Unnerve,2,0,0,1.4,35,75,90,50,110,80,95,500,1,common,mo
1281,229,Mega Houndoom,0,global,Dark,Fire,Solar Power,"","",2,0,1,1.9,49.5,75,90,90,140,90,115,600,1,rare,mo
1282,232,Donphan,0,global,Ground,"",Sturdy,"",Sand Veil,2,0,0,1.1,120,90,120,120,60,60,50,500,1,common,mo
1283,255,Torchic,0,global,Fire,"",Blaze,"",Speed Boost,3,0,0,0.4,2.5,45,60,40,70,50,45,310,1,ultra-common,mo
1284,256,Combusken,0,global,Fire,Fighting,Blaze,"",Speed Boost,3,0,0,0.9,19.5,60,85,60,85,60,55,405,1,common,mo
1285,257,Blaziken,0,global,Fire,Fighting,Blaze,"",Speed Boost,3,0,0,1.9,52,80,120,70,110,70,80,530,1,rare,mo
1286,257,Mega Blaziken,0,global,Fire,Fighting,Speed Boost,"","",3,0,1,1.9,52,80,160,80,130,80,100,630,1,rare,mo
1287,267,Beautifly,0,global,Bug,Flying,Swarm,"",Rivalry,3,0,0,1,28.4,60,70,50,100,50,65,395,1,ultra-common,mo
1288,269,Dustox,0,global,Bug,Poison,Shield Dust,"",Compound Eyes,3,0,0,1.2,31.6,60,50,70,50,90,65,385,1,ultra-common,mo
1289,272,Ludicolo,0,global,Water,Grass,Swift Swim,Rain Dish,Own Tempo,3,0,0,1.5,55,80,70,70,90,100,70,480,1,common,mo
1290,274,Nuzleaf,0,global,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,3,0,0,1,28,70,70,40,60,40,60,340,1,ultra-common,mo
1291,275,Shiftry,0,global,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,3,0,0,1.3,59.6,90,100,60,90,60,80,480,1,common,mo
1292,307,Meditite,0,global,Fighting,Psychic,Pure Power,"",Telepathy,3,0,0,0.6,11.2,30,40,55,40,55,60,280,1,ultra-common,mo
1293,308,Medicham,0,global,Fighting,Psychic,Pure Power,"",Telepathy,3,0,0,1.3,31.5,60,60,75,60,75,80,410,1,ultra-common,mo
1294,308,Mega Medicham,0,global,Fighting,Psychic,Pure Power,"","",3,0,1,1.3,31.5,60,100,85,80,85,100,510,1,common,mo
1295,315,Roselia,0,global,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,3,0,0,0.3,2,50,60,45,100,80,65,400,1,ultra-common,mo
1296,316,Gulpin,0,global,Poison,"",Liquid Ooze,Sticky Hold,Gluttony,3,0,0,0.4,10.3,70,43,53,43,53,40,302,1,ultra-common,mo
1297,317,Swalot,0,global,Poison,"",Liquid Ooze,Sticky Hold,Gluttony,3,0,0,1.7,80,100,73,83,73,83,55,467,1,common,mo
1298,322,Numel,0,global,Fire,Ground,Oblivious,Simple,Own Tempo,3,0,0,0.7,24,60,60,40,65,45,35,305,1,ultra-common,mo
1299,323,Camerupt,0,global,Fire,Ground,Magma Armor,Solid Rock,Anger Point,3,0,0,1.9,220,70,100,70,105,75,40,460,1,common,mo
1300,323,Mega Camerupt,0,global,Fire,Ground,Sheer Force,"","",3,0,1,2.5,320.5,70,120,100,145,105,20,560,1,rare,mo
1301,332,Cacturne,0,global,Grass,Dark,Sand Veil,"",Water Absorb,3,0,0,1.3,77.4,70,115,60,115,60,55,475,1,common,mo
1302,350,Milotic,0,global,Water,"",Marvel Scale,Competitive,Cute Charm,3,0,0,6.2,162,95,60,79,100,125,81,540,1,ultra-rare,mo
1303,369,Relicanth,0,global,Water,Rock,Swift Swim,"",Sturdy,3,0,0,1,23.4,100,90,130,45,65,55,485,1,common,mo
1304,396,Starly,0,global,Normal,Flying,Keen Eye,"",Reckless,4,0,0,0.3,2,40,55,30,30,30,60,245,1,ultra-common,mo
1305,397,Staravia,0,global,Normal,Flying,Intimidate,"",Reckless,4,0,0,0.6,15.5,55,75,50,40,40,80,340,1,ultra-common,mo
1306,398,Staraptor,0,global,Normal,Flying,Intimidate,"",Reckless,4,0,0,1.2,24.9,85,120,70,50,60,100,485,1,common,mo
1307,399,Bidoof,0,global,Normal,"",Simple,Unaware,Moody,4,0,0,0.5,20,59,45,40,35,40,31,250,1,ultra-common,mo
1308,400,Bibarel,0,global,Normal,Water,Simple,Unaware,Moody,4,0,0,1,31.5,79,85,60,55,60,71,410,1,ultra-common,mo
1309,401,Kricketot,0,global,Bug,"",Shed Skin,"",Run Away,4,0,0,0.3,2.2,37,25,41,25,41,25,194,1,ultra-common,mo
1310,402,Kricketune,0,global,Bug,"",Swarm,"",Technician,4,0,0,1,25.5,77,85,51,55,51,65,384,1,ultra-common,mo
1311,403,Shinx,0,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,0.5,9.5,45,65,34,40,34,45,263,1,ultra-common,mo
1312,404,Luxio,0,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,0.9,30.5,60,85,49,60,49,60,363,1,ultra-common,mo
1313,405,Luxray,0,global,Electric,"",Rivalry,Intimidate,Guts,4,0,0,1.4,42,80,120,79,95,79,70,523,1,rare,mo
1314,407,Roserade,0,global,Grass,Poison,Natural Cure,Poison Point,Technician,4,0,0,0.9,14.5,60,70,65,125,105,90,515,1,common,mo
1315,415,Combee,0,global,Bug,Flying,Honey Gather,"",Hustle,4,0,0,0.3,5.5,30,30,42,30,42,70,244,1,ultra-common,mo
1316,417,Pachirisu,0,global,Electric,"",Run Away,Pickup,Volt Absorb,4,0,0,0.4,3.9,60,45,70,45,90,95,405,1,ultra-common,mo
1317,418,Buizel,0,global,Water,"",Swift Swim,"",Water Veil,4,0,0,0.7,29.5,55,65,35,60,30,85,330,1,ultra-common,mo
1318,419,Floatzel,0,global,Water,"",Swift Swim,"",Water Veil,4,0,0,1.1,33.5,85,105,55,85,50,115,495,1,common,mo
1319,424,Ambipom,0,global,Normal,"",Technician,Pickup,Skill Link,4,0,0,1.2,20.3,75,100,66,60,66,115,482,1,common,mo
1320,443,Gible,0,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,0.7,20.5,58,70,45,40,45,42,300,1,ultra-common,mo
1321,444,Gabite,0,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,1.4,56,68,90,65,50,55,82,410,1,ultra-common,mo
1322,445,Garchomp,0,global,Dragon,Ground,Sand Veil,"",Rough Skin,4,0,0,1.9,95,108,130,95,80,85,102,600,1,ultra-rare,mo
1323,445,Mega Garchomp,0,global,Dragon,Ground,Sand Force,"","",4,0,1,1.9,95,108,170,115,120,95,92,700,1,rare,mo
1324,449,Hippopotas,0,global,Ground,"",Sand Stream,"",Sand Force,4,0,0,0.8,49.5,68,72,78,38,42,32,330,1,ultra-common,mo
1325,450,Hippowdon,0,global,Ground,"",Sand Stream,"",Sand Force,4,0,0,2,300,108,112,118,68,72,47,525,1,rare,mo
1326,453,Croagunk,0,global,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,4,0,0,0.7,23,48,61,40,61,40,50,300,1,ultra-common,mo
1327,454,Toxicroak,0,global,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,4,0,0,1.3,44.4,83,106,65,86,65,85,490,1,common,mo
1328,456,Finneon,0,global,Water,"",Swift Swim,Storm Drain,Water Veil,4,0,0,0.4,7,49,49,56,49,61,66,330,1,ultra-common,mo
1329,457,Lumineon,0,global,Water,"",Swift Swim,Storm Drain,Water Veil,4,0,0,1.2,24,69,69,76,69,86,91,460,1,common,mo
1330,459,Snover,0,global,Grass,Ice,Snow Warning,"",Soundproof,4,0,0,1,50.5,60,62,50,62,60,40,334,1,ultra-common,mo
1331,460,Abomasnow,0,global,Grass,Ice,Snow Warning,"",Soundproof,4,0,0,2.2,135.5,90,92,75,92,85,60,494,1,common,mo
1332,460,Mega Abomasnow,0,global,Grass,Ice,Snow Warning,"","",4,0,1,2.7,185,90,132,105,132,105,30,594,1,rare,mo
1333,461,Weavile,0,global,Dark,Ice,Pressure,"",Pickpocket,4,0,0,1.1,34,70,120,65,45,85,125,510,1,common,mo
